Nome do Jogador,Pontos,Rebotes,Assistências,Minutos,FG%,3P%,FT%
 (Ala),,,,,,,
Shai Gilgeous-Alexander (Armador),28.2,4.0,8.0,31.6,48.8,47.059999999999995,65.0
