Nome do Jogador,Pontos,Rebotes,Assistências,Minutos,FG%,3P%,FT%
Zach LaVine (Armador),27.0,4.333333333333333,2.3333333333333335,32.0,52.56666666666666,56.900000000000006,66.66666666666666
Cade Cunningham (Armador),27.0,6.333333333333333,4.666666666666667,29.666666666666668,49.16666666666667,24.433333333333337,63.800000000000004
